,eta,L2,F
409,-0.449191489208019,0.20168675489540094,0.017753097130829783
410,-0.45106712685469363,0.20560206367187966,0.018152776391179806
411,-0.45289056243499504,0.20957300461804063,0.018549277894562975
412,-0.45464773439690315,0.2135745063519918,0.01893915899040005
413,-0.4563437693397499,0.2176235455860338,0.01932315284311854
414,-0.45796504603438837,0.22169241656586075,0.019697683731820313
415,-0.4595140754382949,0.22579114755844754,0.020062798500307774
416,-0.4609775488692924,0.22988657090108483,0.02041472491147159
417,-0.46235167862369975,0.23396631640905238,0.020751812295470344
418,-0.463623696588926,0.2379853918477291,0.021070050980976057
419,-0.46477618387949093,0.24187007815213923,0.021363971564495626
420,-0.4658054062878527,0.24557700407035316,0.021631361471229696
421,-0.466645328482854,0.24880398093331252,0.021854058715433146
422,-0.46769343545079756,0.25314695584631497,0.02213696353546476
423,-0.46863075903704743,0.257411288683824,0.02239580436102545
424,-0.4695178601870233,0.26189275294719916,0.02264657294260681
425,-0.4703071988738059,0.2663896093659694,0.022875596427970712
426,-0.47100556031927054,0.270956396910227,0.023084035034022697
427,-0.47160506771965127,0.27556608874432,0.02326885256748827
428,-0.4721027128860871,0.280216973865223,0.023428321431139827
429,-0.47249574365694264,0.2849089113712905,0.02356073578199846
430,-0.4727814624280731,0.2896429077778076,0.02366435557960532
431,-0.4729569807204529,0.2944166906734864,0.023737328324129336
432,-0.47301961450687474,0.29922986566276544,0.023777811293155544
433,-0.4729666878398294,0.3040828374522238,0.023783912470156602
434,-0.472795512459253,0.3089752164220647,0.02375368334661543
435,-0.4725034146938489,0.3139067931241114,0.023685127061878135
436,-0.47208772262006143,0.31887745416158486,0.023576193750613983
437,-0.47154572982892834,0.32388739184868753,0.02342476738421695
438,-0.47087477636164043,0.3289362912602961,0.023228693317798532
439,-0.4700721477447669,0.3340242964310587,0.022985741983012023
440,-0.4691351598752694,0.3391512862356082,0.02269363837252148
441,-0.468061094098541,0.3443173220514152,0.022350037823498873
442,-0.4668472739431599,0.34952224456911407,0.021952553702482433
443,-0.46549095706998844,0.35476617744327765,0.021498716172392133
444,-0.4639894578247732,0.36004899526820544,0.020986017845013236
445,-0.4623400495740261,0.3653707268657011,0.020411875734368742
446,-0.4605400322581218,0.3707313064635427,0.019773656932791532
447,-0.4585867003023749,0.37613069368436725,0.0190686653894456
448,-0.45647732858994017,0.38156890196024673,0.01829413536926393
449,-0.45420921544957826,0.387045882902521,0.017447248363535922
450,-0.4517796478348095,0.3925616223682522,0.016525118173982646
451,-0.44918593160844517,0.398116069337332,0.015524803125515584
452,-0.44642536048202,0.40370920813991085,0.014443292151735879
453,-0.4434952511184953,0.409340985084043,0.01327751962623956
454,-0.44039291717424295,0.4150113650224659,0.012024353396118929
455,-0.4371156715821861,0.42072032436590057,0.010680595183519225
456,-0.43366084582222886,0.426467818255584,0.009242988836331598
457,-0.4300257832783123,0.4322537964272264,0.007708217056635748
458,-0.4262078242638409,0.4380782276866626,0.006072893872994119
459,-0.42220433574473115,0.4439410544460139,0.004333578294541137
460,-0.41801267960849386,0.44984224245005944,0.002486758846723083
461,-0.4136302480753203,0.455781730267156,0.000528870295729158
462,-0.40905443077789105,0.4617594771763172,-0.0015437226494091389
463,-0.40428264987328955,0.46777541691198177,-0.0037347082869099526
464,-0.39931232458177984,0.4738295051517375,-0.006047845787192882
465,-0.39414090558469905,0.4799216768446542,-0.00848694817129872
466,-0.38876585494661364,0.48605187269923367,-0.011055892533743644
467,-0.38318465473365143,0.49222002960193234,-0.013758615801912833
468,-0.377394808618548,0.49842608013120226,-0.016599113951404156
469,-0.3713938376306954,0.5046699581512892,-0.01958144428149697
470,-0.3651792881431751,0.5109515912575149,-0.022709721210145806
471,-0.3587487266314045,0.5172709072722306,-0.02598811900733386
472,-0.3520997465085743,0.5236278282971996,-0.029420868053695492
473,-0.3452299620717735,0.5300222775241388,-0.03301225798835769
474,-0.3381370161618096,0.5364541727157621,-0.036766633400385496
475,-0.3308185781623745,0.5429234290779339,-0.04068839469240183
476,-0.32327234469914856,0.5494299594006513,-0.044781997456700404
477,-0.31549603820904776,0.555973675935123,-0.0490519529938596
478,-0.30748741775401933,0.5625544820493396,-0.05350282194521808
479,-0.29924426252747266,0.5691722866796473,-0.05813922313565225
480,-0.2907643918886187,0.5758269884917204,-0.0629658219419397
481,-0.2820456524816048,0.5825184870803881,-0.0679873370407787
482,-0.27308592538342913,0.5892466778408476,-0.07320853588772214
483,-0.2638831245501072,0.5960114537949579,-0.07863423503892411
484,-0.25443519877293463,0.6028127046753488,-0.08426929844906121
485,-0.24474013277441023,0.6096503167028942,-0.09011863621103974
486,-0.23479594518874253,0.6165241745052588,-0.09618720501754977
487,-0.22460069338788255,0.6234341582004507,-0.10248000470279742
488,-0.21415247022094286,0.6303801461188716,-0.10900207932234841
489,-0.20344940762330951,0.6373620127641352,-0.11575851430394286
490,-0.1924896753031617,0.6443796301021235,-0.12275443634268338
491,-0.1812714826001466,0.6514328667165614,-0.1299950114691038
492,-0.16979307765520618,0.6585215886815784,-0.13748544459075057
493,-0.15805274954550322,0.6656456585416806,-0.14523097733579401
494,-0.14604882643418557,0.6728049367340962,-0.15323688808979063
495,-0.13377967935188656,0.6799992795757916,-0.16150848887947977
496,-0.1212437188862527,0.6872285414867871,-0.17005112612216133
497,-0.10843939818626867,0.6944925734268157,-0.17887017789910556
498,-0.09536521240340048,0.701791223436477,-0.18797105314852933
499,-0.08201969800616167,0.7091243371789516,-0.1973591908780684
500,-0.06840143481535853,0.7164917569541182,-0.20704005792029528
501,-0.054509044470717506,0.7238933226717162,-0.21701914854980098
502,-0.04034119163384052,0.731328871295484,-0.22730198264662227
503,-0.025896583805957725,0.7387982370307494,-0.23789410457438243
504,-0.011173971017114374,0.7463012515444423,-0.24880108209373203
505,0.0038278535709561122,0.7538377436950119,-0.2600285048132526
506,0.01911005491009759,0.761407540178435,-0.2715819835458443
507,0.03467375388337364,0.7690104644430655,-0.28346714800042755
